%"Number_of_species_1","Number_Density_for_species_1","Translational_Temperature","Rotational_Temperature","Vibrational_Temperature","Velocity_for_species_1:0","Velocity_for_species_1:1","Velocity_for_species_1:2","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.13512e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.89492e-01,8.06944e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.13570e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.89860e-01,8.06997e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.13627e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.90228e-01,8.07051e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.13685e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.90596e-01,8.07104e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.13743e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.90965e-01,8.07158e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.13800e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.91333e-01,8.07211e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.13858e-04,0.00000e+00,0.00000e+00,-8.64047e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.91701e-01,8.07265e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.13916e-04,0.00000e+00,0.00000e+00,8.64047e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.92070e-01,8.07318e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.13973e-04,0.00000e+00,0.00000e+00,-8.64047e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.92438e-01,8.07372e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14031e-04,0.00000e+00,0.00000e+00,1.72809e-11,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.92806e-01,8.07425e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14088e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.93174e-01,8.07479e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14146e-04,0.00000e+00,0.00000e+00,-8.64047e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.93543e-01,8.07532e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14204e-04,0.00000e+00,0.00000e+00,8.64047e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.93911e-01,8.07586e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14261e-04,0.00000e+00,0.00000e+00,8.64047e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.94279e-01,8.07639e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14319e-04,0.00000e+00,0.00000e+00,1.72809e-11,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.94648e-01,8.07693e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14377e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.95016e-01,8.07746e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14434e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.95384e-01,8.07800e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14492e-04,0.00000e+00,0.00000e+00,-8.64047e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.95753e-01,8.07853e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14550e-04,0.00000e+00,0.00000e+00,-8.64047e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.96121e-01,8.07907e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14607e-04,0.00000e+00,0.00000e+00,1.29607e-11,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.96489e-01,8.07960e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14665e-04,0.00000e+00,0.00000e+00,8.64047e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.96857e-01,8.08014e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14723e-04,0.00000e+00,0.00000e+00,-1.29607e-11,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.97226e-01,8.08067e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14780e-04,0.00000e+00,0.00000e+00,8.64047e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.97594e-01,8.08121e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14838e-04,0.00000e+00,0.00000e+00,1.29607e-11,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.97962e-01,8.08174e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14896e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.98331e-01,8.08228e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.14953e-04,0.00000e+00,0.00000e+00,1.08006e-11,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.98699e-01,8.08281e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.15011e-04,0.00000e+00,0.00000e+00,-7.56041e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,9.99067e-01,8.08335e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.15068e-04,0.00000e+00,0.00000e+00,1.08006e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.99435e-01,8.08388e-01,0.00000e+00
1.85435e+02,2.67768e+19,4.93437e+03,2.27538e+03,7.59712e+02,6.38887e+03,9.28169e+02,0.00000e+00,1.15126e-04,0.00000e+00,0.00000e+00,1.35007e-11,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,9.99804e-01,8.08442e-01,0.00000e+00
1.66130e+02,2.39892e+19,8.07635e+03,1.94226e+03,6.22769e+02,6.17534e+03,9.08873e+02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,2.00000e-01,6.44000e-01,0.00000e+00
1.69180e+02,2.44296e+19,8.02651e+03,2.03674e+03,6.61602e+02,6.16379e+03,9.34705e+02,0.00000e+00,2.98114e-06,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,2.18404e-01,6.46750e-01,0.00000e+00
1.69180e+02,2.44296e+19,8.02651e+03,2.03674e+03,6.61602e+02,6.16379e+03,9.34705e+02,0.00000e+00,3.04084e-06,0.00000e+00,0.00000e+00,8.23511e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,2.36801e-01,6.49540e-01,0.00000e+00
1.73655e+02,2.50758e+19,7.98926e+03,2.08302e+03,6.84948e+02,6.14603e+03,9.59012e+02,0.00000e+00,3.10054e-06,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,2.37169e-01,6.49597e-01,0.00000e+00
1.73655e+02,2.50758e+19,7.98926e+03,2.08302e+03,6.84948e+02,6.14603e+03,9.59012e+02,0.00000e+00,6.09202e-06,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,2.55555e-01,6.52466e-01,0.00000e+00
1.74915e+02,2.52577e+19,7.89246e+03,2.17163e+03,7.10653e+02,6.12773e+03,9.88615e+02,0.00000e+00,8.03638e-06,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,2.68821e-01,6.54571e-01,0.00000e+00
1.74915e+02,2.52577e+19,7.89246e+03,2.17163e+03,7.10653e+02,6.12773e+03,9.88615e+02,0.00000e+00,1.10343e-05,0.00000e+00,0.00000e+00,-1.29602e-11,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,2.87191e-01,6.57535e-01,0.00000e+00
1.72785e+02,2.49502e+19,7.53611e+03,2.00104e+03,6.64454e+02,6.20291e+03,9.46780e+02,0.00000e+00,1.39502e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.05584e-01,6.60358e-01,0.00000e+00
1.76755e+02,2.55234e+19,7.48553e+03,2.08736e+03,6.87372e+02,6.19323e+03,9.80785e+02,0.00000e+00,1.69158e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.23971e-01,6.63217e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,1.96119e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.42350e-01,6.66127e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,1.96713e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.59040e-01,6.68816e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,1.97307e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.59408e-01,6.68875e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,1.97901e-05,0.00000e+00,0.00000e+00,8.64013e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.59775e-01,6.68934e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,1.98495e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.60143e-01,6.68993e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,1.99089e-05,0.00000e+00,0.00000e+00,8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.60510e-01,6.69053e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,1.99683e-05,0.00000e+00,0.00000e+00,-8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.60878e-01,6.69112e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.00277e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.61245e-01,6.69171e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.00871e-05,0.00000e+00,0.00000e+00,-8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.61612e-01,6.69230e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.01465e-05,0.00000e+00,0.00000e+00,8.64013e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.61980e-01,6.69289e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.02059e-05,0.00000e+00,0.00000e+00,-8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.62347e-01,6.69348e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.02653e-05,0.00000e+00,0.00000e+00,-1.72803e-11,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.62715e-01,6.69408e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.03247e-05,0.00000e+00,0.00000e+00,8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.63082e-01,6.69467e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.03841e-05,0.00000e+00,0.00000e+00,8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.63450e-01,6.69526e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.04435e-05,0.00000e+00,0.00000e+00,-8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.63817e-01,6.69585e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.05029e-05,0.00000e+00,0.00000e+00,1.29602e-11,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.64184e-01,6.69644e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.05623e-05,0.00000e+00,0.00000e+00,4.32007e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.64552e-01,6.69704e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.06217e-05,0.00000e+00,0.00000e+00,-8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.64919e-01,6.69763e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.06811e-05,0.00000e+00,0.00000e+00,-8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.65287e-01,6.69822e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.07405e-05,0.00000e+00,0.00000e+00,4.32007e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.65654e-01,6.69881e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.07999e-05,0.00000e+00,0.00000e+00,4.32007e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.66022e-01,6.69940e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.08593e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.66389e-01,6.70000e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.09187e-05,0.00000e+00,0.00000e+00,-1.29602e-11,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.66756e-01,6.70059e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.09782e-05,0.00000e+00,0.00000e+00,1.29602e-11,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.67124e-01,6.70118e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.10376e-05,0.00000e+00,0.00000e+00,1.51202e-11,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.67491e-01,6.70177e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.10970e-05,0.00000e+00,0.00000e+00,-8.64013e-12,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.67859e-01,6.70236e-01,0.00000e+00
1.78905e+02,2.58339e+19,7.38802e+03,2.13637e+03,7.08223e+02,6.18525e+03,9.96351e+02,0.00000e+00,2.11564e-05,0.00000e+00,0.00000e+00,3.24005e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.68226e-01,6.70295e-01,0.00000e+00
1.80070e+02,2.60021e+19,7.29980e+03,2.16190e+03,7.03342e+02,6.17400e+03,1.00037e+03,0.00000e+00,2.12158e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.68594e-01,6.70355e-01,0.00000e+00
1.80070e+02,2.60021e+19,7.29980e+03,2.16190e+03,7.03342e+02,6.17400e+03,1.00037e+03,0.00000e+00,2.41909e-05,0.00000e+00,0.00000e+00,8.64013e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,3.86962e-01,6.73331e-01,0.00000e+00
1.82095e+02,2.62945e+19,7.18326e+03,2.22013e+03,7.32069e+02,6.16753e+03,1.00836e+03,0.00000e+00,2.71661e-05,0.00000e+00,0.00000e+00,-1.72803e-11,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,4.05329e-01,6.76320e-01,0.00000e+00
1.86350e+02,2.69089e+19,7.14379e+03,2.30430e+03,7.54695e+02,6.16385e+03,1.02633e+03,0.00000e+00,2.95662e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,4.21543e-01,6.78971e-01,0.00000e+00
1.86350e+02,2.69089e+19,7.14379e+03,2.30430e+03,7.54695e+02,6.16385e+03,1.02633e+03,0.00000e+00,3.25441e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,4.39898e-01,6.82028e-01,0.00000e+00
1.89135e+02,2.73111e+19,7.05095e+03,2.34223e+03,7.83196e+02,6.15070e+03,1.03243e+03,0.00000e+00,3.50693e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,4.53009e-01,6.84219e-01,0.00000e+00
1.81645e+02,2.62295e+19,6.87719e+03,2.16432e+03,7.20253e+02,6.22466e+03,1.00717e+03,0.00000e+00,3.78053e-05,0.00000e+00,0.00000e+00,-8.64047e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,4.68584e-01,6.86749e-01,0.00000e+00
1.84840e+02,2.66909e+19,6.77979e+03,2.24273e+03,7.54448e+02,6.21531e+03,1.00976e+03,0.00000e+00,4.07563e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,4.86951e-01,6.89732e-01,0.00000e+00
1.85905e+02,2.68447e+19,6.69299e+03,2.26161e+03,7.60651e+02,6.21046e+03,1.01958e+03,0.00000e+00,4.36900e-05,0.00000e+00,0.00000e+00,-3.45619e-11,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,5.05317e-01,6.92724e-01,0.00000e+00
1.85905e+02,2.68447e+19,6.69299e+03,2.26161e+03,7.60651e+02,6.21046e+03,1.01958e+03,0.00000e+00,4.66467e-05,0.00000e+00,0.00000e+00,1.72809e-11,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,5.23679e-01,6.95739e-01,0.00000e+00
1.87630e+02,2.70938e+19,6.61366e+03,2.32239e+03,7.70353e+02,6.21010e+03,1.02403e+03,0.00000e+00,4.96033e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,5.42039e-01,6.98765e-01,0.00000e+00
1.89145e+02,2.73125e+19,6.47985e+03,2.38601e+03,7.95729e+02,6.20487e+03,1.01740e+03,0.00000e+00,5.25598e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,5.60400e-01,7.01784e-01,0.00000e+00
1.89145e+02,2.73125e+19,6.47985e+03,2.38601e+03,7.95729e+02,6.20487e+03,1.01740e+03,0.00000e+00,5.26189e-05,0.00000e+00,0.00000e+00,1.08006e-12,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,5.78763e-01,7.04795e-01,0.00000e+00
1.89700e+02,2.73927e+19,6.32968e+03,2.41525e+03,7.95998e+02,6.21562e+03,1.02129e+03,0.00000e+00,5.26781e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,5.79130e-01,7.04856e-01,0.00000e+00
1.89700e+02,2.73927e+19,6.32968e+03,2.41525e+03,7.95998e+02,6.21562e+03,1.02129e+03,0.00000e+00,5.27372e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,5.79497e-01,7.04916e-01,0.00000e+00
1.89700e+02,2.73927e+19,6.32968e+03,2.41525e+03,7.95998e+02,6.21562e+03,1.02129e+03,0.00000e+00,5.27963e-05,0.00000e+00,0.00000e+00,3.45619e-11,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,5.79864e-01,7.04976e-01,0.00000e+00
1.89700e+02,2.73927e+19,6.32968e+03,2.41525e+03,7.95998e+02,6.21562e+03,1.02129e+03,0.00000e+00,5.28554e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,5.80232e-01,7.05037e-01,0.00000e+00
1.89700e+02,2.73927e+19,6.32968e+03,2.41525e+03,7.95998e+02,6.21562e+03,1.02129e+03,0.00000e+00,5.29145e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,5.80599e-01,7.05097e-01,0.00000e+00
1.89700e+02,2.73927e+19,6.32968e+03,2.41525e+03,7.95998e+02,6.21562e+03,1.02129e+03,0.00000e+00,5.29735e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,5.80966e-01,7.05157e-01,0.00000e+00
1.89700e+02,2.73927e+19,6.32968e+03,2.41525e+03,7.95998e+02,6.21562e+03,1.02129e+03,0.00000e+00,5.30326e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,5.81333e-01,7.05218e-01,0.00000e+00
1.89700e+02,2.73927e+19,6.32968e+03,2.41525e+03,7.95998e+02,6.21562e+03,1.02129e+03,0.00000e+00,5.30917e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-0.00000e+00,0.00000e+00,1.00000e+00,5.81701e-01,7.05278e-01,0.00000e+00
